           Estrella  Planetas_en_Sistema  Distancia(pc) Tipo_Espectral      Temp_K  Radio_Sol  Masa_Sol                                                                                                                                                   Ref_Estrella
            CoRoT-7             CoRoT-7 d       8.966000           NaN   0.053935            NaN     17.142000               NaN       4.310000           Radial Velocity                                  <a refstr=JOHN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.515.3975J/abstract target=ref>John et al. 2022</a>
           TOI-1117            TOI-1117 b       2.228160      0.033000   0.028003            NaN      8.900000               NaN       2.460000                   Transit                            <a refstr=LOCKLEY_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541..919L/abstract target=ref>Lockley et al. 2025</a>
           TOI-1117            TOI-1117 c       4.579000      0.053400   0.027625       0.027625      8.780000          8.780000       2.910000           Radial Velocity                            <a refstr=LOCKLEY_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541..919L/abstract target=ref>Lockley et al. 2025</a>
           TOI-1117            TOI-1117 d       8.665000      0.081700   0.033697       0.033697     10.710000         10.710000       3.270000           Radial Velocity                            <a refstr=LOCKLEY_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.541..919L/abstract target=ref>Lockley et al. 2025</a>
              K2-24               K2-24 c      42.339100      0.247000   0.048454            NaN     15.400000               NaN       7.500000                   Transit                         <a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>
              K2-24               K2-24 b      20.889770      0.154000   0.059780            NaN     19.000000               NaN       5.400000                   Transit                         <a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...89P/abstract target=ref>Petigura et al. 2018</a>
              K2-37               K2-37 c       6.429660      0.065340   0.020100            NaN      6.390000               NaN       2.410000                   Transit                             <a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>
              K2-37               K2-37 d      14.092290      0.110200   0.039329            NaN     12.500000               NaN       2.310000                   Transit                             <a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>
              K2-37               K2-37 b       4.443400      0.051050   0.007900            NaN      2.510000               NaN       1.390000                   Transit                             <a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>
      TIC 139270665       TIC 139270665 c    1010.000000      2.000000   4.890000       4.890000   1554.180910       1554.180910      12.900000           Radial Velocity                             <a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>
      TIC 139270665       TIC 139270665 b      23.624000      0.163000   0.463000       0.463000    147.154552        147.154552       7.229793                   Transit                             <a refstr=PELUSO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..170P/abstract target=ref>Peluso et al. 2024</a>
              K2-38               K2-38 b       4.015930      0.049940   0.022968            NaN      7.300000               NaN       1.540000                   Transit <a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>
              K2-38               K2-38 c      10.561030      0.095140   0.026115            NaN      8.300000               NaN       2.290000                   Transit <a refstr=TOLEDO_PADR_OACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..92T/abstract target=ref>Toledo-Padr&oacute;n et al. 2020</a>
             K2-111              K2-111 b       5.351896      0.056500   0.016833            NaN      5.350000               NaN       1.837000                   Transit                      <a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>
             K2-111              K2-111 c      15.674800      0.115650   0.034925       0.034925     11.100000         11.100000       3.340000           Radial Velocity                      <a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>
             K2-138              K2-138 g      41.967970      0.231090   0.013592            NaN      4.320000               NaN       3.013000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
             K2-138              K2-138 f      12.757580      0.104470   0.005129            NaN      1.630000               NaN       2.904000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
             K2-138              K2-138 e       8.261460      0.078200   0.040808            NaN     12.970000               NaN       3.390000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
             K2-138              K2-138 d       5.404790      0.058930   0.024919            NaN      7.920000               NaN       2.390000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
             K2-138              K2-138 c       3.560040      0.044610   0.019853            NaN      6.310000               NaN       2.299000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
             K2-138              K2-138 b       2.353090      0.033850   0.009754            NaN      3.100000               NaN       1.510000                   Transit                               <a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>
           WASP-126            WASP-126 c       7.630000           NaN   0.201995            NaN     64.200000               NaN       9.380000 Transit Timing Variations                                         <a refstr=PEARSON_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P/abstract target=ref>Pearson 2019</a>
           WASP-126            WASP-126 b       3.288830      0.044900   0.284114            NaN     90.300000               NaN      10.513588                   Transit                                         <a refstr=PEARSON_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..243P/abstract target=ref>Pearson 2019</a>
      TIC 434398831       TIC 434398831 b       3.685504      0.046410   0.038100            NaN     12.100000               NaN       3.510000                   Transit                                  <a refstr=VACH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.540..806V/abstract target=ref>Vach et al. 2025</a>
      TIC 434398831       TIC 434398831 c       6.210291      0.065720   0.084900            NaN     27.000000               NaN       5.630000                   Transit                                  <a refstr=VACH_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.540..806V/abstract target=ref>Vach et al. 2025</a>
             K2-407              K2-407 c       9.224530           NaN   0.007610            NaN      2.420000               NaN       1.360000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
             K2-407              K2-407 b       4.941907           NaN   0.006900            NaN      2.190000               NaN       1.283000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
     EPIC 220674823      EPIC 220674823 b       0.571308      0.013200   0.023723            NaN      7.540000               NaN       1.606000                   Transit                      <a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>
     EPIC 220674823      EPIC 220674823 c      13.340603      0.107800   0.024856            NaN      7.900000               NaN       2.712000                   Transit                      <a refstr=PALETHORPE_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..532P/abstract target=ref>Palethorpe et al. 2026</a>
           WASP-148            WASP-148 b       8.803809      0.082150   0.287000       0.291000     91.216753         92.488530       8.473989                   Transit                         <a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>
           WASP-148            WASP-148 c      34.524000      0.204400   0.392000       0.378000    124.588736        120.139138      13.900000           Radial Velocity                         <a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>
           HAT-P-13            HAT-P-13 b       2.916250      0.043830   0.851000            NaN    270.462000               NaN      14.258000                   Transit                               <a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>
           TOI-7510            TOI-7510 d      48.864468      0.267200   0.597000            NaN    190.000000               NaN      10.520000                   Transit                          <a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>
           TOI-7510            TOI-7510 b      11.530869      0.101900   0.057100            NaN     18.100000               NaN       7.310000                   Transit                          <a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>
           TOI-7510            TOI-7510 c      22.568742      0.159500   0.412000            NaN    131.000000               NaN      10.810000                   Transit                          <a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...704L..16A/abstract target=ref>Almenara et al. 2025</a>
             K2-389              K2-389 c      20.851337           NaN   0.015200            NaN      4.820000               NaN       2.040000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
             K2-389              K2-389 b       8.582890           NaN   0.019000            NaN      6.040000               NaN       2.330000                   Transit                             <a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>
            WASP-47             WASP-47 e       0.789610      0.016730   0.028317            NaN      9.000000               NaN       1.830000                   Transit                     <a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>
            WASP-47             WASP-47 d       9.030501      0.085000   0.048768            NaN     15.500000               NaN       3.650000                   Transit                     <a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>
            WASP-47             WASP-47 b       4.159151      0.052000   1.176736            NaN    374.000000               NaN      12.860000                   Transit                     <a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>
            WASP-47             WASP-47 c     589.570000      1.393000   1.406419       1.255080    447.000000        398.900000            NaN           Radial Velocity                     <a refstr=NASCIMBENI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..42N/abstract target=ref>Nascimbeni et al. 2023</a>
             K2-396              K2-396 b       0.673862           NaN   0.009810            NaN      3.120000               NaN       1.579000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
             K2-396              K2-396 c      25.760510           NaN   0.031200            NaN      9.930000               NaN       3.124000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
           TOI-6695            TOI-6695 b      80.389000      0.402000   0.210000            NaN     66.743965               NaN       9.527634                   Transit                       <a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>
           TOI-6695            TOI-6695 c     242.400000      0.838000   1.450000       1.450000    460.851190        460.851190      13.600000           Radial Velocity                       <a refstr=EBERHARDT_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..298E/abstract target=ref>Eberhardt et al. 2025</a>
              K2-19               K2-19 b       7.919300      0.074870   0.096908            NaN     30.800000               NaN       7.000000                   Transit                          <a refstr=ENTRICAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...46E/abstract target=ref>Entrican et al. 2026</a>
              K2-19               K2-19 c      11.906000      0.098200   0.034610            NaN     11.000000               NaN       4.100000                   Transit                          <a refstr=ENTRICAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171...46E/abstract target=ref>Entrican et al. 2026</a>
              K2-19               K2-19 d       2.508270      0.034780   0.019507            NaN      6.200000               NaN       1.044000                   Transit                          <a refstr=ALMENARA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A.167A/abstract target=ref>Almenara et al. 2025</a>
             K2-157              K2-157 b       0.365258      0.009620   0.003600            NaN      1.140000               NaN       0.935000                   Transit     <a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>
             K2-157              K2-157 d      66.500000      0.309000   0.073200       0.073200     23.300000         23.300000       5.160000           Radial Velocity     <a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>
             K2-157              K2-157 c      25.942000      0.165000   0.096700       0.096700     30.800000         30.800000       6.080000           Radial Velocity     <a refstr=CASTRO_GONZALEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...699A.344C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>
         Kepler-539          Kepler-539 b     125.632430      0.498800   0.970000            NaN    308.295100               NaN       8.373123                   Transit                           <a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>
         Kepler-539          Kepler-539 c    1000.000000      2.420000   2.400000            NaN    762.792000               NaN      13.300000 Transit Timing Variations                           <a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A.112M/abstract target=ref>Mancini et al. 2016</a>
     EPIC 249893012      EPIC 249893012 b       3.595100      0.047000   0.027530            NaN      8.750000               NaN       1.950000                   Transit                           <a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>
     EPIC 249893012      EPIC 249893012 c      15.624000      0.130000   0.046157            NaN     14.670000               NaN       3.670000                   Transit                           <a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>
     EPIC 249893012      EPIC 249893012 d      35.747000      0.220000   0.032030            NaN     10.180000               NaN       3.940000                   Transit                           <a refstr=HIDALGO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..89H/abstract target=ref>Hidalgo et al. 2020</a>
           TOI-1232            TOI-1232 b      14.256000      0.117000   0.694000            NaN    220.572914               NaN      10.928756                   Transit                          <a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>
           TOI-1232            TOI-1232 c      30.356000      0.194000   0.184000            NaN     58.480427               NaN       8.880000 Transit Timing Variations                          <a refstr=MIHAYLOV_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026AJ....171..173M/abstract target=ref>Mihaylov et al. 2026</a>
         Kepler-407          Kepler-407 b       0.669312      0.015310   0.006072       0.005251      1.930000          1.669051       1.190000                   Transit                         <a refstr=BRINKMAN_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..109B/abstract target=ref>Brinkman et al. 2025</a>
        Kepler-1513         Kepler-1513 b     160.884200      0.569710   0.152000            NaN     48.309918               NaN       8.594000                   Transit                          <a refstr=YAHALOMI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527..620Y/abstract target=ref>Yahalomi et al. 2024</a>
        Kepler-1513         Kepler-1513 c     841.400000           NaN   0.266000            NaN     84.542356               NaN      11.000000 Transit Timing Variations                          <a refstr=YAHALOMI_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527..620Y/abstract target=ref>Yahalomi et al. 2024</a>
             K2-374              K2-374 c      16.434450           NaN   0.017400            NaN      5.530000               NaN       2.213000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
             K2-374              K2-374 b       4.521953           NaN   0.009960            NaN      3.160000               NaN       1.593000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
            KOI-142             KOI-142 c      22.264920      0.154121   0.674000       0.653542    214.100000        207.714175      14.000000 Transit Timing Variations                               <a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>
            KOI-142           Kepler-88 d    1403.000000      2.466330   3.050465       3.050000    965.146997        965.000000      13.100000           Radial Velocity                               <a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>
            KOI-142             KOI-142 b      10.916470      0.095860   0.030000       0.035732      9.500000         11.356801       3.438000                   Transit                               <a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>
         Kepler-129          Kepler-129 d    2646.000000      4.000000   8.300000       8.300000   2637.975778       2637.975778      12.600000           Radial Velocity                               <a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>
         Kepler-129          Kepler-129 b      15.790000      0.130000   0.062927       0.062927     20.000000         20.000000       2.400000                   Transit                               <a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>
         Kepler-129          Kepler-129 c      82.200000      0.390000   0.135293       0.079646     43.000000         25.313735       2.520000                   Transit                               <a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...89Z/abstract target=ref>Zhang et al. 2021</a>
         Kepler-103          Kepler-103 c     179.609780      0.667900   0.183967       0.095788     58.470000         30.445009       5.453900                   Transit                             <a refstr=DUBBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5103D/abstract target=ref>Dubber et al. 2019</a>
         Kepler-103          Kepler-103 b      15.965329      0.133000   0.036718       0.043741     11.670000         13.902068       3.485700                   Transit                             <a refstr=DUBBER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5103D/abstract target=ref>Dubber et al. 2019</a>
              K2-99               K2-99 c     522.200000      1.430000   8.400000       8.400000   2669.758619       2669.758619      12.600000           Radial Velocity                               <a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>
              K2-99               K2-99 b      18.247830      0.153000   0.870000            NaN    276.510714               NaN      11.881520                   Transit                               <a refstr=SMITH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.5035S/abstract target=ref>Smith et al. 2022</a>
             K2-398              K2-398 b       6.393025           NaN   0.018200            NaN      5.790000               NaN       2.274000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
             K2-398              K2-398 c      18.787839           NaN   0.071800            NaN     22.800000               NaN       5.098000                   Transit                  <a refstr=CHRISTIANSEN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..244C/abstract target=ref>Christiansen et al. 2022</a>
          Kepler-69           Kepler-69 b      13.722341      0.094000   0.017800            NaN      5.650000               NaN       2.240000                   Transit                         <a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>
          Kepler-69           Kepler-69 c     242.461300      0.640000   0.011200            NaN      3.570000               NaN       1.710000                   Transit                         <a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>
         Kepler-963          Kepler-963 b       9.976837      0.084900   0.023800            NaN      7.560000               NaN       2.660000                   Transit                             <a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
         Kepler-963          Kepler-963 c       0.919783           NaN   0.000490            NaN      0.156000               NaN       0.600000                   Transit                                  <a refstr=WANG_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.1913W/abstract target=ref>Wang et al. 2024</a>
         Kepler-879          Kepler-879 b      33.385594      0.201200   0.022400            NaN      7.130000               NaN       2.570000                   Transit                             <a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
         Kepler-879          Kepler-879 c       0.646716           NaN   0.000115            NaN      0.036400               NaN       0.400000                   Transit                                  <a refstr=WANG_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.1913W/abstract target=ref>Wang et al. 2024</a>
           CoRoT-20            CoRoT-20 b       9.242850      0.090000   4.300000            NaN   1366.669000               NaN       9.415560                   Transit                                   <a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A.115R/abstract target=ref>Rey et al. 2018</a>
         Kepler-101          Kepler-101 c       6.029760      0.068400   0.010000            NaN      3.780000               NaN       1.250000                   Transit                             <a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>
         Kepler-101          Kepler-101 b       3.487681      0.047400   0.160000            NaN     51.100000               NaN       5.770000                   Transit                             <a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>
        Kepler-1489         Kepler-1489 b      82.294751      0.367900   0.011900            NaN      3.780000               NaN       1.770000                   Transit                             <a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>
        Kepler-1489         Kepler-1489 c       0.680741           NaN   0.000274            NaN      0.087000               NaN       0.510000                   Transit                                  <a refstr=WANG_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.534.1913W/abstract target=ref>Wang et al. 2024</a>
OGLE-2012-BLG-0026L OGLE-2012-BLG-0026L b            NaN      4.000000   0.145000            NaN     46.100000               NaN       7.720000              Microlensing                                                                                                                                                            NaN
OGLE-2012-BLG-0026L OGLE-2012-BLG-0026L c            NaN      4.800000   0.860000            NaN    270.000000               NaN      13.900000              Microlensing                                                                                                                                                            NaN
OGLE-2019-BLG-0468L OGLE-2019-BLG-0468L b            NaN      3.290000   3.430000            NaN   1090.151436               NaN      13.100000              Microlensing                                                                                                                                                            NaN
